'자전거번호','대여일시','대여대여소번호','대여거치대','반납일시','반납대여소번호','반납거치대','이용시간(분)','이용거리(M)'
'SPB-15722','2018-04-05 00:30:47','1308',5,'2018-04-05 00:58:18','1404',8,27,5690
'SPB-06782','2018-04-05 00:30:51','1222',6,'2018-04-05 00:34:39','1269',4,3,580
'SPB-08362','2018-04-05 00:31:29','225',12,'2018-04-05 00:37:01','222',11,5,790
'SPB-16008','2018-04-05 00:31:41','359',5,'2018-04-05 00:34:45','358',4,2,820
'SPB-11725','2018-04-05 00:31:44','2015',10,'2018-04-05 01:30:49','1842',1,58,6110
'SPB-14050','2018-04-05 00:31:49','147',5,'2018-04-05 00:49:34','129',8,17,2970
'SPB-02855','2018-04-05 00:32:00','358',4,'2018-04-05 00:40:03','359',4,7,920
'SPB-07397','2018-04-05 00:32:08','588',15,'2018-04-05 00:37:20','504',4,4,790
'SPB-03711','2018-04-05 00:32:09','1041',7,'2018-04-05 01:03:57','1010',11,28,4020
'SPB-14148','2018-04-05 00:32:10','1018',7,'2018-04-05 01:13:48','1207',2,41,5280
'SPB-12398','2018-04-05 00:32:16','502',8,'2018-04-05 01:14:40','536',3,41,5290
'SPB-15733','2018-04-05 00:32:18','247',6,'2018-04-05 01:59:12','1979',10,86,7650
'SPB-05138','2018-04-05 00:32:34','417',5,'2018-04-05 00:41:45','191',1,8,1600
'SPB-07567','2018-04-05 00:32:35','324',10,'2018-04-05 00:41:19','820',3,8,1270
'SPB-05080','2018-04-05 00:32:40','913',15,'2018-04-05 00:36:18','911',2,3,650
'SPB-02947','2018-04-05 00:32:45','1337',2,'2018-04-05 00:54:30','1319',8,21,2810
'SPB-11778','2018-04-05 00:33:06','2372',7,'2018-04-05 00:40:12','2337',9,6,1050
'SPB-04431','2018-04-05 00:33:10','2102',14,'2018-04-05 00:53:39','2139',4,20,2650
'SPB-13765','2018-04-05 00:33:32','540',8,'2018-04-05 00:46:03','602',10,12,2950
'SPB-04900','2018-04-05 00:33:32','127',11,'2018-04-05 00:54:34','145',8,20,2050
'SPB-04292','2018-04-05 00:33:43','1259',7,'2018-04-05 00:51:18','1259',2,17,1280
'SPB-15972','2018-04-05 00:33:55','502',6,'2018-04-05 01:14:13','536',6,40,5860
'SPB-07773','2018-04-05 00:34:02','175',4,'2018-04-05 01:04:11','175',3,28,2290
'SPB-10260','2018-04-05 00:34:05','247',3,'2018-04-05 00:55:01','2008',7,19,4120
'SPB-11603','2018-04-05 00:34:15','503',1,'2018-04-05 01:06:05','1262',5,30,5000
'SPB-13128','2018-04-05 00:34:17','2141',4,'2018-04-05 01:30:17','2141',7,52,8260
'SPB-05075','2018-04-05 00:34:19','2219',4,'2018-04-05 01:16:41','2264',9,41,3930
'SPB-13912','2018-04-05 00:34:27','1983',9,'2018-04-05 00:52:53','1914',1,18,5090
'SPB-12409','2018-04-05 00:34:31','3501',3,'2018-04-05 00:52:20','3506',4,17,2560
'SPB-15061','2018-04-05 00:34:45','2102',9,'2018-04-05 01:22:13','2107',25,47,1980
'SPB-13194','2018-04-05 00:34:52','232',20,'2018-04-05 00:39:05','230',4,4,850
'SPB-13499','2018-04-05 00:34:55','503',7,'2018-04-05 01:06:27','1262',9,31,5860
'SPB-00484','2018-04-05 00:34:58','2165',2,'2018-04-05 00:42:24','2171',7,6,1390
'SPB-09966','2018-04-05 00:35:03','714',2,'2018-04-05 00:40:48','741',8,5,780
'SPB-14272','2018-04-05 00:35:10','2016',3,'2018-04-05 01:06:39','2113',6,31,4590
'SPB-00866','2018-04-05 00:35:25','2008',10,'2018-04-05 00:55:20','251',4,19,1280
'SPB-15854','2018-04-05 00:35:34','503',8,'2018-04-05 01:06:03','1262',1,30,5870
'SPB-05963','2018-04-05 00:35:39','1503',8,'2018-04-05 01:01:03','1510',1,24,1780
'SPB-13903','2018-04-05 00:35:41','1351',3,'2018-04-05 00:48:50','346',1,12,2310
'SPB-10167','2018-04-05 00:35:43','581',6,'2018-04-05 01:30:41','502',12,54,8800
'SPB-13407','2018-04-05 00:35:44','1021',9,'2018-04-05 01:06:51','1017',9,30,5530
'SPB-08471','2018-04-05 00:35:44','148',1,'2018-04-05 00:51:53','182',8,15,3580
'SPB-11289','2018-04-05 00:35:48','2016',8,'2018-04-05 01:06:39','2113',4,27,4470
'SPB-07336','2018-04-05 00:35:56','2013',30,'2018-04-05 01:52:36','252',7,76,2750
'SPB-08446','2018-04-05 00:35:56','113',9,'2018-04-05 00:39:15','107',2,3,680
'SPB-14843','2018-04-05 00:36:14','503',10,'2018-04-05 01:06:06','1262',4,29,5870
'SPB-10478','2018-04-05 00:36:17','161',2,'2018-04-05 00:47:01','123',18,10,1890
'SPB-08195','2018-04-05 00:36:19','2113',8,'2018-04-05 03:50:34','2110',3,182,11720
'SPB-09732','2018-04-05 00:36:39','326',11,'2018-04-05 01:32:47','2024',1,54,0
'SPB-15812','2018-04-05 00:36:42','1308',1,'2018-04-05 00:43:34','612',17,6,1100
'SPB-12710','2018-04-05 00:36:44','2122',6,'2018-04-05 00:46:21','2119',5,9,1200
'SPB-04582','2018-04-05 00:36:48','515',3,'2018-04-05 00:46:24','505',1,9,890
'SPB-08142','2018-04-05 00:36:51','2219',11,'2018-04-05 00:48:52','2227',15,11,2720
'SPB-14006','2018-04-05 00:37:05','115',2,'2018-04-05 00:51:25','196',2,13,1450
'SPB-14045','2018-04-05 00:37:28','3519',3,'2018-04-05 01:30:31','502',8,52,8310
'SPB-10812','2018-04-05 00:37:41','2115',13,'2018-04-05 00:48:50','2102',13,11,2210
'SPB-00150','2018-04-05 00:37:47','2325',9,'2018-04-05 02:20:25','1337',3,102,19270
'SPB-08715','2018-04-05 00:37:48','1606',8,'2018-04-05 01:25:25','630',3,45,7280
'SPB-06644','2018-04-05 00:37:53','2003',9,'2018-04-05 00:57:53','2003',9,19,3620
'SPB-13955','2018-04-05 00:37:56','1014',11,'2018-04-05 00:50:02','1008',1,11,1810
'SPB-13491','2018-04-05 00:37:59','2281',4,'2018-04-05 00:52:25','2165',10,13,2120
'SPB-16008','2018-04-05 00:38:00','358',4,'2018-04-05 00:43:22','344',10,5,1490
'SPB-07364','2018-04-05 00:38:01','1214',3,'2018-04-05 00:43:16','1260',3,5,560
'SPB-12372','2018-04-05 00:38:03','1340',5,'2018-04-05 00:44:47','1532',1,5,930
'SPB-07556','2018-04-05 00:38:10','127',14,'2018-04-05 00:54:21','145',2,14,1440
'SPB-00974','2018-04-05 00:38:27','926',1,'2018-04-05 00:55:56','131',23,17,4010
'SPB-05932','2018-04-05 00:38:38','132',3,'2018-04-05 00:43:39','113',8,4,1340
'SPB-02859','2018-04-05 00:38:44','378',6,'2018-04-05 00:43:16','568',1,3,800
'SPB-02946','2018-04-05 00:38:48','3513',7,'2018-04-05 00:49:50','615',8,10,1940
'SPB-14660','2018-04-05 00:38:52','1009',11,'2018-04-05 01:06:33','546',5,27,6560
'SPB-15610','2018-04-05 00:38:55','555',5,'2018-04-05 00:46:32','548',20,7,2080
'SPB-03106','2018-04-05 00:39:27','1610',16,'2018-04-05 00:54:52','1646',13,15,3220
'SPB-03480','2018-04-05 00:39:41','1262',5,'2018-04-05 00:45:58','1260',6,5,1570
'SPB-10337','2018-04-05 00:39:46','348',1,'2018-04-05 01:13:31','828',4,33,4590
'SPB-13624','2018-04-05 00:39:52','582',7,'2018-04-05 01:02:16','546',7,21,3940
'SPB-07807','2018-04-05 00:39:57','546',5,'2018-04-05 00:43:49','504',2,3,830
'SPB-16236','2018-04-05 00:39:59','112',4,'2018-04-05 00:57:09','155',13,16,3090
'SPB-10323','2018-04-05 00:40:07','1602',10,'2018-04-05 00:43:22','1663',3,3,340
'SPB-14090','2018-04-05 00:40:15','166',2,'2018-04-05 00:52:57','113',15,12,2580
'SPB-16005','2018-04-05 00:40:25','210',6,'2018-04-05 00:48:07','223',12,7,1280
'SPB-13595','2018-04-05 00:40:41','166',19,'2018-04-05 00:53:05','113',10,12,2630
'SPB-02657','2018-04-05 00:40:43','582',1,'2018-04-05 01:01:44','546',8,20,3930
'SPB-06765','2018-04-05 00:41:00','207',15,'2018-04-05 00:43:57','216',8,2,650
'SPB-07459','2018-04-05 00:41:12','2325',7,'2018-04-05 02:20:36','1337',10,94,19030
'SPB-01518','2018-04-05 00:41:15','1304',1,'2018-04-05 00:50:49','340',1,9,1590
'SPB-13918','2018-04-05 00:41:18','256',8,'2018-04-05 01:00:52','279',10,19,2650
'SPB-11253','2018-04-05 00:41:20','577',10,'2018-04-05 00:55:16','515',2,13,3290
'SPB-06576','2018-04-05 00:41:50','2333',1,'2018-04-05 01:18:24','2302',5,36,5490
'SPB-13585','2018-04-05 00:41:58','2370',11,'2018-04-05 00:54:50','2330',6,12,1700
'SPB-11346','2018-04-05 00:42:02','559',9,'2018-04-05 01:25:48','1320',9,43,61650
'SPB-12967','2018-04-05 00:42:06','199',16,'2018-04-05 00:58:35','914',14,15,2710
'SPB-13920','2018-04-05 00:42:07','250',4,'2018-04-05 00:49:09','2009',5,6,1030
'SPB-13082','2018-04-05 00:42:08','1431',8,'2018-04-05 00:46:20','1436',6,4,640
'SPB-06346','2018-04-05 00:42:10','579',5,'2018-04-05 00:52:26','631',9,9,1170
'SPB-13470','2018-04-05 00:42:15','2135',4,'2018-04-05 00:55:34','2141',12,12,2590
'SPB-09837','2018-04-05 00:42:20','341',5,'2018-04-05 01:07:50','129',11,23,7070
'SPB-12019','2018-04-05 00:42:29','1025',1,'2018-04-05 01:09:33','1004',8,25,4340
'SPB-01025','2018-04-05 00:42:41','1011',3,'2018-04-05 00:49:52','1017',10,6,1080
'SPB-06237','2018-04-05 00:42:54','182',1,'2018-04-05 02:06:28','182',1,83,9230
'SPB-12668','2018-04-05 00:42:55','103',10,'2018-04-05 00:51:55','114',9,8,1330
'SPB-05943','2018-04-05 00:42:56','1827',11,'2018-04-05 01:05:11','1827',18,21,4630
'SPB-14924','2018-04-05 00:42:57','2127',8,'2018-04-05 00:48:37','2106',6,5,1090
'SPB-11876','2018-04-05 00:43:05','1606',2,'2018-04-05 01:18:35','1628',10,33,6390
'SPB-15287','2018-04-05 00:43:08','1606',4,'2018-04-05 01:11:43','1721',3,28,6100
'SPB-10900','2018-04-05 00:43:18','1215',15,'2018-04-05 00:59:33','1231',6,9,3120
'SPB-05563','2018-04-05 00:43:28','386',5,'2018-04-05 01:03:31','1318',3,19,4000
'SPB-06553','2018-04-05 00:43:33','247',5,'2018-04-05 00:46:18','244',5,2,570
'SPB-13665','2018-04-05 00:43:43','907',2,'2018-04-05 02:27:37','914',7,103,2690
'SPB-13503','2018-04-05 00:43:58','1414',3,'2018-04-05 01:09:39','550',3,25,5700
'SPB-05379','2018-04-05 00:44:02','1720',6,'2018-04-05 04:49:54','1408',3,46,8360
'SPB-14150','2018-04-05 00:44:11','358',8,'2018-04-05 00:52:57','344',1,8,1580
'SPB-15841','2018-04-05 00:44:12','529',8,'2018-04-05 00:53:37','602',1,9,1850
'SPB-05172','2018-04-05 00:44:32','826',1,'2018-04-05 01:39:30','320',15,54,2830
'SPB-13341','2018-04-05 00:44:32','2241',1,'2018-04-05 01:43:17','2377',10,58,8320
'SPB-08262','2018-04-05 00:44:54','826',2,'2018-04-05 01:39:27','320',14,51,2860
'SPB-11140','2018-04-05 00:44:55','363',8,'2018-04-05 01:11:41','634',2,26,4310
'SPB-07908','2018-04-05 00:45:06','539',5,'2018-04-05 01:33:20','1435',8,45,9620
'SPB-06745','2018-04-05 00:45:14','505',9,'2018-04-05 02:15:01','505',8,89,8230
'SPB-12843','2018-04-05 00:45:17','539',7,'2018-04-05 01:28:24','1402',1,41,7220
'SPB-06450','2018-04-05 00:45:32','1211',2,'2018-04-05 00:49:44','1209',3,3,1070
'SPB-09129','2018-04-05 00:45:32','1643',1,'2018-04-05 00:54:59','1413',6,8,1560
'SPB-14842','2018-04-05 00:45:37','514',1,'2018-04-05 01:01:05','3501',3,15,2550
'SPB-15671','2018-04-05 00:45:44','634',1,'2018-04-05 01:26:38','607',2,40,3120
'SPB-14104','2018-04-05 00:45:47','1218',10,'2018-04-05 00:49:52','1260',5,3,700
'SPB-02183','2018-04-05 00:46:00','2025',6,'2018-04-05 01:19:15','825',5,32,4770
'SPB-10303','2018-04-05 00:46:03','223',3,'2018-04-05 00:51:10','259',6,5,810
'SPB-06274','2018-04-05 00:46:19','176',3,'2018-04-05 00:59:12','907',8,12,2810
'SPB-10518','2018-04-05 00:46:29','1320',10,'2018-04-05 00:50:10','1322',6,3,340
'SPB-11777','2018-04-05 00:46:36','609',4,'2018-04-05 00:54:22','630',11,7,1470
'SPB-08604','2018-04-05 00:46:46','1218',9,'2018-04-05 00:50:57','1248',6,4,920
'SPB-12814','2018-04-05 00:46:58','1611',1,'2018-04-05 00:51:05','1616',1,3,46180
'SPB-06138','2018-04-05 00:47:01','540',7,'2018-04-05 00:56:01','574',4,8,1280
'SPB-13345','2018-04-05 00:47:01','817',1,'2018-04-05 01:19:36','2024',1,32,5850
'SPB-04216','2018-04-05 00:47:05','2050',6,'2018-04-05 00:56:32','2065',2,9,1460
'SPB-11816','2018-04-05 00:47:18','3508',10,'2018-04-05 00:54:53','540',4,7,1290
'SPB-14959','2018-04-05 00:47:18','1530',9,'2018-04-05 00:58:31','1709',11,10,2010
'SPB-04308','2018-04-05 00:47:20','363',2,'2018-04-05 00:53:49','364',2,6,1300
'SPB-16189','2018-04-05 00:47:28','1318',1,'2018-04-05 00:55:02','1320',2,7,1480
'SPB-03493','2018-04-05 00:47:29','2350',1,'2018-04-05 00:53:35','2357',12,5,1050
'SPB-05785','2018-04-05 00:47:30','913',13,'2018-04-05 00:59:46','931',4,11,1460
'SPB-04280','2018-04-05 00:47:46','535',14,'2018-04-05 00:51:15','569',8,3,660
'SPB-07424','2018-04-05 00:47:53','514',2,'2018-04-05 00:50:40','508',9,2,520
'SPB-02596','2018-04-05 00:48:14','257',2,'2018-04-05 01:04:20','207',23,15,2580
'SPB-05990','2018-04-05 00:48:24','1628',10,'2018-04-05 01:16:21','1616',1,27,4790
'SPB-07792','2018-04-05 00:48:29','2220',7,'2018-04-05 01:00:30','2221',13,11,1820
'SPB-10246','2018-04-05 00:48:34','1019',7,'2018-04-05 00:57:57','1022',2,8,1170
'SPB-09306','2018-04-05 00:49:20','544',20,'2018-04-05 01:01:10','573',8,11,2070
'SPB-08373','2018-04-05 00:49:35','571',1,'2018-04-05 01:00:31','575',8,10,1970
'SPB-06149','2018-04-05 00:49:45','2016',2,'2018-04-05 01:24:03','2016',2,33,6720
'SPB-13853','2018-04-05 00:50:12','147',7,'2018-04-05 00:59:57','157',1,9,1890
'SPB-14790','2018-04-05 00:50:13','2323',6,'2018-04-05 00:59:10','2373',6,8,2000
'SPB-12176','2018-04-05 00:50:41','3522',5,'2018-04-05 01:08:03','609',3,16,3660
'SPB-05459','2018-04-05 00:50:43','121',2,'2018-04-05 00:55:38','129',13,4,930
'SPB-10384','2018-04-05 00:50:46','562',10,'2018-04-05 00:54:05','626',10,3,420
'SPB-13879','2018-04-05 00:50:47','815',4,'2018-04-05 01:13:07','809',6,22,3810
'SPB-12274','2018-04-05 00:51:08','1241',7,'2018-04-05 01:27:12','1241',6,34,2840
'SPB-05200','2018-04-05 00:51:33','1610',14,'2018-04-05 01:24:07','1428',9,32,2870
'SPB-14053','2018-04-05 00:51:33','641',4,'2018-04-05 00:59:12','3522',8,7,2130
'SPB-10920','2018-04-05 00:51:44','1413',9,'2018-04-05 01:01:09','1606',3,9,1200
'SPB-06216','2018-04-05 00:51:53','742',7,'2018-04-05 01:08:12','1141',10,15,3890
'SPB-04006','2018-04-05 00:51:55','2032',4,'2018-04-05 00:59:35','2028',8,7,1090
'SPB-04645','2018-04-05 00:51:55','126',20,'2018-04-05 01:00:07','144',7,7,1320
'SPB-00886','2018-04-05 00:51:55','1259',9,'2018-04-05 01:02:11','1215',1,9,1030
'SPB-13490','2018-04-05 00:51:57','2054',4,'2018-04-05 02:13:16','147',5,80,8920
'SPB-05932','2018-04-05 00:52:01','113',8,'2018-04-05 00:59:25','155',1,7,1720
'SPB-16206','2018-04-05 00:52:05','1438',15,'2018-04-05 00:59:21','1431',7,6,1290
'SPB-08061','2018-04-05 00:52:10','1610',5,'2018-04-05 00:59:57','1655',14,7,1810
'SPB-14040','2018-04-05 00:52:14','1953',13,'2018-04-05 01:05:29','1933',5,12,2440
'SPB-11178','2018-04-05 00:52:16','232',2,'2018-04-05 01:08:26','265',14,15,1460
'SPB-11776','2018-04-05 00:52:17','2136',7,'2018-04-05 01:07:25','2139',8,14,2880
'SPB-16020','2018-04-05 00:52:27','144',10,'2018-04-05 01:23:48','262',12,30,7270
'SPB-03254','2018-04-05 00:52:45','1019',8,'2018-04-05 01:08:32','1011',3,15,2880
'SPB-12814','2018-04-05 00:52:54','1616',1,'2018-04-05 01:11:59','1601',2,18,2860
'SPB-10702','2018-04-05 00:53:13','742',8,'2018-04-05 01:09:26','1141',10,15,3470
'SPB-05210','2018-04-05 00:53:13','1536',17,'2018-04-05 01:03:53','1512',20,10,0
'SPB-03481','2018-04-05 00:53:20','2136',2,'2018-04-05 01:07:19','2107',6,13,2190
'SPB-11213','2018-04-05 00:53:32','153',3,'2018-04-05 00:58:50','107',1,5,940
'SPB-12696','2018-04-05 00:53:40','1953',5,'2018-04-05 01:42:10','1953',7,48,4560
'SPB-05086','2018-04-05 00:53:43','223',19,'2018-04-05 00:59:19','259',6,5,0
'SPB-12253','2018-04-05 00:53:43','1603',6,'2018-04-05 01:00:45','1601',14,6,1430
'SPB-05499','2018-04-05 00:54:08','2327',15,'2018-04-05 02:51:10','2327',13,116,1370
'SPB-11935','2018-04-05 00:54:18','614',1,'2018-04-05 01:02:59','640',6,8,1620
'SPB-11639','2018-04-05 00:54:22','182',2,'2018-04-05 02:06:05','182',2,70,7600
'SPB-11268','2018-04-05 00:54:26','1663',7,'2018-04-05 01:05:53','1326',7,10,2360
'SPB-12955','2018-04-05 00:54:43','549',1,'2018-04-05 01:24:24','525',9,28,4750
'SPB-05078','2018-04-05 00:54:44','278',3,'2018-04-05 01:27:05','1962',7,32,5200
'SPB-10691','2018-04-05 00:54:45','1212',10,'2018-04-05 01:03:22','1251',3,8,700
'SPB-02270','2018-04-05 00:55:06','802',9,'2018-04-05 01:05:12','809',5,9,1610
'SPB-15696','2018-04-05 00:55:13','917',1,'2018-04-05 01:20:01','158',2,24,4340
'SPB-02460','2018-04-05 00:55:30','144',3,'2018-04-05 01:32:18','178',9,36,7190
'SPB-04639','2018-04-05 00:55:39','389',8,'2018-04-05 01:11:24','332',1,15,1270
'SPB-09412','2018-04-05 00:55:40','907',8,'2018-04-05 01:08:41','917',2,12,1780
'SPB-12871','2018-04-05 00:55:56','1327',2,'2018-04-05 01:06:14','1321',4,9,1970
'SPB-11191','2018-04-05 00:56:01','2243',1,'2018-04-05 01:05:37','2340',15,9,1220
'SPB-02827','2018-04-05 00:56:10','1241',8,'2018-04-05 01:27:18','1241',8,30,3960
'SPB-08081','2018-04-05 00:56:12','1214',4,'2018-04-05 01:01:36','1218',1,5,960
'SPB-00611','2018-04-05 00:56:23','2274',10,'2018-04-05 01:04:24','2359',4,7,1420
'SPB-00943','2018-04-05 00:56:29','2054',5,'2018-04-05 02:20:05','146',4,83,8590
'SPB-03966','2018-04-05 00:56:33','1247',11,'2018-04-05 01:17:26','1259',10,20,4410
'SPB-11521','2018-04-05 00:56:53','1430',6,'2018-04-05 01:09:05','1402',6,11,1710
'SPB-02268','2018-04-05 00:57:07','1602',6,'2018-04-05 01:02:29','1605',3,4,1330
'SPB-02143','2018-04-05 00:57:08','250',5,'2018-04-05 01:29:54','2141',4,32,6150
'SPB-04664','2018-04-05 00:57:12','529',9,'2018-04-05 01:05:26','3519',3,7,1610
'SPB-14017','2018-04-05 00:57:18','1328',9,'2018-04-05 01:25:56','636',1,28,1770
'SPB-13329','2018-04-05 00:57:29','1841',8,'2018-04-05 01:12:11','1916',8,14,2660
'SPB-12265','2018-04-05 00:57:33','204',9,'2018-04-05 01:18:09','239',20,19,2470
'SPB-07546','2018-04-05 00:57:45','1117',6,'2018-04-05 01:03:39','1125',2,5,1240
'SPB-03233','2018-04-05 00:57:50','127',15,'2018-04-05 01:05:26','144',3,7,1860
'SPB-06311','2018-04-05 00:57:55','2145',6,'2018-04-05 01:01:42','2109',11,3,720
'SPB-08490','2018-04-05 00:58:01','178',8,'2018-04-05 01:07:30','914',17,9,1410
'SPB-13727','2018-04-05 00:58:15','1235',2,'2018-04-05 01:12:23','2314',5,13,3780
'SPB-09902','2018-04-05 00:58:44','903',19,'2018-04-05 01:07:37','904',1,8,900
'SPB-13226','2018-04-05 00:59:01','2129',4,'2018-04-05 01:07:54','2112',10,8,2040
'SPB-02524','2018-04-05 00:59:05','1661',1,'2018-04-05 01:07:49','1619',9,8,1460
'SPB-01070','2018-04-05 00:59:06','277',2,'2018-04-05 01:08:44','232',1,9,2050
'SPB-12668','2018-04-05 00:59:08','114',9,'2018-04-05 01:10:12','153',9,10,1710
'SPB-11494','2018-04-05 00:59:09','805',1,'2018-04-05 01:22:04','150',3,21,3460
'SPB-05237','2018-04-05 00:59:12','2102',11,'2018-04-05 01:12:56','2139',7,13,2770
'SPB-04414','2018-04-05 00:59:19','131',7,'2018-04-05 01:09:55','914',15,10,1410
'SPB-06703','2018-04-05 00:59:19','131',3,'2018-04-05 01:10:17','914',18,10,1380
'SPB-10422','2018-04-05 00:59:22','1149',6,'2018-04-05 01:10:51','1124',10,11,2140
'SPB-02804','2018-04-05 00:59:42','224',1,'2018-04-05 01:02:35','216',3,2,470
'SPB-09545','2018-04-05 00:59:48','3504',1,'2018-04-05 01:22:44','1211',2,22,4410
'SPB-05997','2018-04-05 00:59:53','1014',9,'2018-04-05 01:06:36','1004',7,6,1640
'SPB-02249','2018-04-05 01:00:18','174',3,'2018-04-05 01:19:03','168',20,18,1740
'SPB-02167','2018-04-05 01:00:21','1231',3,'2018-04-05 01:16:49','1260',4,16,2760
'SPB-04583','2018-04-05 01:00:50','551',6,'2018-04-05 01:14:07','505',4,12,1900
'SPB-01148','2018-04-05 01:01:13','356',15,'2018-04-05 01:07:40','339',10,6,1010
'SPB-13455','2018-04-05 01:01:33','2104',6,'2018-04-05 01:17:42','2111',4,15,2930
'SPB-08713','2018-04-05 01:01:48','516',2,'2018-04-05 01:16:41','551',10,14,2220
'SPB-04033','2018-04-05 01:01:50','600',6,'2018-04-05 01:13:23','602',1,11,2460
'SPB-14854','2018-04-05 01:01:51','954',1,'2018-04-05 01:24:25','906',1,22,4270
'SPB-15626','2018-04-05 01:01:55','1220',9,'2018-04-05 01:13:16','2325',7,11,2710
'SPB-08547','2018-04-05 01:02:08','367',4,'2018-04-05 01:11:46','173',2,9,1440
'SPB-12644','2018-04-05 01:02:27','131',2,'2018-04-05 01:14:27','911',6,11,1180
'SPB-09013','2018-04-05 01:02:32','2173',6,'2018-04-05 01:28:05','251',8,23,2840
'SPB-05289','2018-04-05 01:02:37','2102',16,'2018-04-05 01:15:15','2107',1,12,0
'SPB-12123','2018-04-05 01:02:37','1534',20,'2018-04-05 01:18:18','1327',6,15,2100
'SPB-15752','2018-04-05 01:02:41','2050',6,'2018-04-05 01:13:26','257',1,10,1980
'SPB-08318','2018-04-05 01:02:43','1269',6,'2018-04-05 01:06:03','1222',10,3,560
'SPB-10900','2018-04-05 01:02:53','1231',6,'2018-04-05 01:42:12','2329',1,38,5690
'SPB-14090','2018-04-05 01:02:57','113',15,'2018-04-05 01:16:51','154',8,13,2640
'SPB-13194','2018-04-05 01:03:10','230',4,'2018-04-05 01:07:43','231',3,4,520
'SPB-06256','2018-04-05 01:03:17','2230',8,'2018-04-05 01:06:50','2228',9,3,600
'SPB-03990','2018-04-05 01:03:29','2016',7,'2018-04-05 02:01:48','2015',3,58,10550
'SPB-04163','2018-04-05 01:03:30','1203',10,'2018-04-05 01:21:25','1263',10,17,3400
'SPB-04339','2018-04-05 01:03:39','1044',5,'2018-04-05 01:08:03','1014',10,4,730
'SPB-12321','2018-04-05 01:03:39','1606',6,'2018-04-05 01:26:26','1681',11,21,4180
'SPB-05618','2018-04-05 01:03:47','700',18,'2018-04-05 01:20:24','1127',5,16,4350
'SPB-11073','2018-04-05 01:04:09','1026',1,'2018-04-05 01:19:22','1010',7,14,2230
'SPB-05495','2018-04-05 01:04:11','2036',2,'2018-04-05 01:37:57','2233',4,33,6140
'SPB-05865','2018-04-05 01:04:25','224',14,'2018-04-05 01:27:44','112',10,22,5290
'SPB-14845','2018-04-05 01:04:29','906',5,'2018-04-05 01:10:56','933',4,6,960
'SPB-06590','2018-04-05 01:04:35','1706',4,'2018-04-05 01:25:46','1669',6,20,4140
'SPB-15817','2018-04-05 01:04:39','3502',13,'2018-04-05 01:13:13','539',10,8,1580
'SPB-06264','2018-04-05 01:04:39','739',13,'2018-04-05 01:20:26','1124',10,15,3370
'SPB-05862','2018-04-05 01:04:51','326',1,'2018-04-05 01:42:37','361',1,37,5420
'SPB-06728','2018-04-05 01:04:54','2219',10,'2018-04-05 01:47:27','2214',1,42,760
'SPB-06538','2018-04-05 01:05:30','109',1,'2018-04-05 01:32:15','152',9,26,4770
'SPB-11192','2018-04-05 01:05:42','1446',3,'2018-04-05 01:12:46','1429',6,6,1050
'SPB-02581','2018-04-05 01:05:48','519',6,'2018-04-05 01:17:37','535',14,11,1790
'SPB-05385','2018-04-05 01:05:59','1218',9,'2018-04-05 01:29:06','1011',19,22,3570
'SPB-13277','2018-04-05 01:06:00','2306',22,'2018-04-05 01:12:30','2308',6,6,760
'SPB-13002','2018-04-05 01:06:07','906',1,'2018-04-05 01:23:22','913',9,15,2280
